						
	Median	Median	Median	Median		Average Error
						
	Average Error	Average Error	Average Error	Average Error		
#1022 Valores	0,6923509384	0,6924312906	0,6923511429	0,6923509384		
						
	RMODE11 Error	RMODE10 Error	RMODE01 Error	RMODE00 Error		
	0,210695	0,210805	0,210695	0,210695		
	0,212453	0,212564	0,212453	0,212453		
	0,205927	0,206037	0,205927	0,205927		
	0,207704	0,207805	0,207704	0,207704		
	0,209489	0,209590	0,209489	0,209489		
	0,211303	0,211384	0,211303	0,211303		
	0,215485	0,215587	0,215485	0,215485		
	0,208826	0,208939	0,208826	0,208826		
	0,210642	0,210744	0,210642	0,210642		
	0,212444	0,212547	0,212444	0,212444		
	0,214276	0,214389	0,214276	0,214276		
	0,216116	0,216229	0,216116	0,216116		
	0,217975	0,218078	0,217975	0,217975		
	0,219832	0,219946	0,219832	0,219832		
	0,221698	0,221811	0,221698	0,221698		
	0,214899	0,215003	0,214899	0,214899		
	0,216794	0,216878	0,216794	0,216794		
	0,218667	0,218751	0,218667	0,218667		
	0,220538	0,220632	0,220538	0,220538		
	0,222439	0,222533	0,222439	0,222439		
	0,224328	0,224433	0,224328	0,224328		
	0,226247	0,226352	0,226247	0,226247		
	0,219293	0,219398	0,219293	0,219293		
	0,221210	0,221295	0,221210	0,221210		
	0,223126	0,223232	0,223126	0,223126		
	0,225062	0,225146	0,225062	0,225062		
	0,227315	0,227421	0,227315	0,227315		
	0,229248	0,229355	0,229248	0,229248		
	0,231213	0,231330	0,231213	0,231213		
	0,233197	0,233315	0,233197	0,233197		
	0,226061	0,226190	0,226061	0,226061		
	0,228044	0,228152	0,228044	0,228044		
	0,230004	0,230101	0,230004	0,230004		
	0,232028	0,232115	0,232028	0,232028		
	0,234030	0,234116	0,234030	0,234030		
	0,236030	0,236150	0,236030	0,236030		
	0,238073	0,238204	0,238073	0,238073		
	0,230781	0,230923	0,230781	0,230781		
	0,232811	0,232943	0,232811	0,232811		
	0,234841	0,234951	0,234841	0,234841		
	0,236892	0,237024	0,236892	0,236892		
	0,238953	0,239063	0,238953	0,238953		
	0,241013	0,241157	0,241013	0,241013		
	0,243095	0,243217	0,243095	0,243095		
	0,245199	0,245332	0,245199	0,245199		
	0,237722	0,237844	0,237722	0,237722		
	0,240681	0,240793	0,240681	0,240681		
	0,242796	0,242908	0,242796	0,242796		
	0,244922	0,245034	0,244922	0,244922		
	0,247036	0,247148	0,247036	0,247036		
	0,249172	0,249296	0,249172	0,249172		
	0,241530	0,241654	0,241530	0,241530		
	0,243665	0,243789	0,243665	0,243665		
	0,245833	0,245924	0,245833	0,245833		
	0,247990	0,248104	0,247990	0,247990		
	0,250147	0,250284	0,250147	0,250147		
	0,252384	0,252521	0,252384	0,252384		
	0,254587	0,254713	0,254587	0,254587		
	0,256801	0,256928	0,256801	0,256801		
	0,248972	0,249087	0,248972	0,248972		
	0,251173	0,251300	0,251173	0,251173		
	0,253386	0,253502	0,253386	0,253386		
	0,255623	0,255750	0,255623	0,255623		
	0,257871	0,257999	0,257871	0,257871		
	0,260132	0,260260	0,260132	0,260132		
	0,262405	0,262545	0,262405	0,262405		
	0,254769	0,254863	0,254769	0,254769		
	0,257029	0,257112	0,257029	0,257029		
	0,259326	0,259408	0,259326	0,259326		
	0,261623	0,261706	0,261623	0,261623		
	0,263945	0,264052	0,263945	0,263945		
	0,266268	0,266363	0,266268	0,266268		
	0,268615	0,268699	0,268615	0,268615		
	0,270970	0,271054	0,270970	0,270970		
	0,262751	0,262805	0,262751	0,262751		
	0,265098	0,265158	0,265098	0,265098		
	0,267488	0,267560	0,267488	0,267488		
	0,269880	0,269952	0,269880	0,269880		
	0,272273	0,272339	0,272273	0,272273		
	0,274686	0,274759	0,274686	0,274686		
	0,277119	0,277179	0,277119	0,277119		
	0,268684	0,268739	0,268684	0,268684		
	0,271097	0,271170	0,271097	0,271097		
	0,273536	0,273603	0,273536	0,273536		
	0,275995	0,276069	0,275995	0,275995		
	0,278456	0,278524	0,278456	0,278456		
	0,273008	0,273082	0,273008	0,273008		
	0,275488	0,275550	0,275488	0,275488		
	0,277958	0,278045	0,277958	0,277958		
	0,280473	0,280548	0,280473	0,280473		
	0,283010	0,283079	0,283010	0,283010		
	0,285549	0,285612	0,285549	0,285549		
	0,288097	0,288167	0,288097	0,288097		
	0,290680	0,290743	0,290680	0,290680		
	0,281847	0,281916	0,281847	0,281847		
	0,284415	0,284485	0,284415	0,284415		
	0,287004	0,287074	0,287004	0,287004		
	0,289642	0,289725	0,289642	0,289642		
	0,292250	0,292340	0,292250	0,292250		
	0,294894	0,294964	0,294894	0,294894		
	0,297541	0,297631	0,297541	0,297541		
	0,300224	0,300301	0,300224	0,300224		
	0,291145	0,291229	0,291145	0,291145		
	0,293813	0,293904	0,293813	0,293813		
	0,296491	0,296576	0,296491	0,296491		
	0,299199	0,299278	0,299199	0,299199		
	0,301917	0,302003	0,301917	0,301917		
	0,305086	0,305152	0,305086	0,305086		
	0,307853	0,307913	0,307853	0,307853		
	0,298558	0,298624	0,298558	0,298558		
	0,301303	0,301370	0,301303	0,301303		
	0,304073	0,304140	0,304073	0,304073		
	0,306874	0,306934	0,306874	0,306874		
	0,309679	0,309740	0,309679	0,309679		
	0,312510	0,312583	0,312510	0,312510		
	0,315358	0,315425	0,315358	0,315358		
	0,305835	0,305895	0,305835	0,305835		
	0,308722	0,308797	0,308722	0,308722		
	0,311588	0,311656	0,311588	0,311588		
	0,314472	0,314540	0,314472	0,314472		
	0,317362	0,317437	0,317362	0,317362		
	0,320292	0,320374	0,320292	0,320292		
	0,323247	0,323323	0,323247	0,323247		
	0,326209	0,326292	0,326209	0,326209		
	0,316413	0,316489	0,316413	0,316413		
	0,319380	0,319443	0,319380	0,319380		
	0,322360	0,322430	0,322360	0,322360		
	0,328969	0,329039	0,328969	0,328969		
	0,332002	0,332079	0,332002	0,332002		
	0,322033	0,322089	0,322033	0,322033		
	0,325043	0,325128	0,325043	0,325043		
	0,328095	0,328173	0,328095	0,328095		
	0,331189	0,331253	0,331189	0,331189		
	0,334276	0,334362	0,334276	0,334276		
	0,337414	0,337492	0,337414	0,337414		
	0,340566	0,340637	0,340566	0,340566		
	0,343732	0,343805	0,343732	0,343732		
	0,333504	0,333583	0,333504	0,333504		
	0,336677	0,336750	0,336677	0,336677		
	0,339858	0,339938	0,339858	0,339858		
	0,343091	0,343142	0,343091	0,343091		
	0,346318	0,346384	0,346318	0,346318		
	0,349590	0,349656	0,349590	0,349590		
	0,352886	0,352945	0,352886	0,352886		
	0,342312	0,342386	0,342312	0,342312		
	0,345592	0,345666	0,345592	0,345592		
	0,348896	0,348963	0,348896	0,348896		
	0,352718	0,352800	0,352718	0,352718		
	0,356087	0,356169	0,356087	0,356087		
	0,359473	0,359556	0,359473	0,359473		
	0,362892	0,362960	0,362892	0,362892		
	0,366329	0,366413	0,366329	0,366329		
	0,355453	0,355545	0,355453	0,355453		
	0,358882	0,358958	0,358882	0,358882		
	0,362360	0,362429	0,362360	0,362360		
	0,365841	0,365918	0,365841	0,365841		
	0,369356	0,369441	0,369356	0,369356		
	0,372897	0,372990	0,372897	0,372897		
	0,376536	0,376614	0,376536	0,376536		
	0,365375	0,365422	0,365375	0,365375		
	0,368921	0,368999	0,368921	0,368921		
	0,372533	0,372612	0,372533	0,372533		
	0,376142	0,376229	0,376142	0,376142		
	0,379811	0,379906	0,379811	0,379811		
	0,383501	0,383572	0,383501	0,383501		
	0,387220	0,387308	0,387220	0,387220		
	0,390968	0,391056	0,390968	0,390968		
	0,379421	0,379518	0,379421	0,379421		
	0,387554	0,387635	0,387554	0,387554		
	0,391358	0,391431	0,391358	0,391358		
	0,395193	0,395266	0,395193	0,395193		
	0,399050	0,399132	0,399050	0,399050		
	0,387264	0,387354	0,387264	0,387264		
	0,391139	0,391221	0,391139	0,391139		
	0,395004	0,395095	0,395004	0,395004		
	0,398935	0,399026	0,398935	0,398935		
	0,402889	0,402973	0,402889	0,402889		
	0,406885	0,406969	0,406885	0,406885		
	0,410990	0,411057	0,410990	0,410990		
	0,398856	0,398957	0,398856	0,398856		
	0,402887	0,402972	0,402887	0,402887		
	0,406935	0,407037	0,406935	0,406935		
	0,411034	0,411129	0,411034	0,411034		
	0,415169	0,415255	0,415169	0,415169		
	0,419330	0,419425	0,419330	0,419330		
	0,423527	0,423623	0,423527	0,423527		
	0,427769	0,427856	0,427769	0,427769		
	0,415261	0,415349	0,415261	0,415261		
	0,420085	0,420182	0,420085	0,420085		
	0,424370	0,424449	0,424370	0,424370		
	0,428683	0,428772	0,428683	0,428683		
	0,433044	0,433124	0,433044	0,433044		
	0,437425	0,437532	0,437425	0,437425		
	0,441891	0,441989	0,441891	0,441891		
	0,428980	0,429088	0,428980	0,428980		
	0,433431	0,433531	0,433431	0,433431		
	0,437896	0,437996	0,437896	0,437896		
	0,442428	0,442520	0,442428	0,442428		
	0,447048	0,447140	0,447048	0,447048		
	0,451655	0,451756	0,451655	0,451655		
	0,456305	0,456397	0,456305	0,456305		
	0,461007	0,461100	0,461007	0,461007		
	0,447648	0,447750	0,447648	0,447648		
	0,452336	0,452440	0,452336	0,452336		
	0,457098	0,457192	0,457098	0,457098		
	0,461885	0,461980	0,461885	0,461885		
	0,473378	0,473492	0,473378	0,473378		
	0,459752	0,459866	0,459752	0,459752		
	0,464632	0,464737	0,464632	0,464632		
	0,469539	0,469636	0,469539	0,469539		
	0,474505	0,474601	0,474505	0,474505		
	0,479518	0,479625	0,479518	0,479518		
	0,484591	0,484688	0,484591	0,484591		
	0,489772	0,489880	0,489772	0,489772		
	0,475673	0,475801	0,475673	0,475673		
	0,480804	0,480914	0,480804	0,480804		
	0,485977	0,486087	0,485977	0,485977		
	0,491212	0,491312	0,491212	0,491212		
	0,496499	0,496590	0,496499	0,496499		
	0,501841	0,501932	0,501841	0,501841		
	0,507237	0,507328	0,507237	0,507237		
	0,512657	0,512770	0,512657	0,512657		
	0,498063	0,498176	0,498063	0,498063		
	0,504206	0,504320	0,504206	0,504206		
	0,509740	0,509844	0,509740	0,509740		
	0,515321	0,515415	0,515321	0,515321		
	0,520950	0,521066	0,520950	0,520950		
	0,526640	0,526756	0,526640	0,526640		
	0,532400	0,532506	0,532400	0,532400		
	0,517297	0,517414	0,517297	0,517297		
	0,523071	0,523168	0,523071	0,523071		
	0,528887	0,529005	0,528887	0,528887		
	0,534777	0,534907	0,534777	0,534777		
	0,540743	0,540862	0,540743	0,540743		
	0,546840	0,546949	0,546840	0,546840		
	0,552938	0,553048	0,552938	0,552938		
	0,537323	0,537444	0,537323	0,537323		
	0,543439	0,543516	0,543439	0,543439		
	0,549601	0,549713	0,549601	0,549601		
	0,555857	0,555969	0,555857	0,555857		
	0,562183	0,562285	0,562183	0,562183		
	0,568549	0,568662	0,568549	0,568549		
	0,575045	0,575136	0,575045	0,575045		
	0,581582	0,581674	0,581582	0,581582		
	0,571840	0,571955	0,571840	0,571840		
	0,578437	0,578553	0,578437	0,578437		
	0,585112	0,585240	0,585112	0,585112		
	0,591878	0,591996	0,591878	0,591878		
	0,598725	0,598832	0,598725	0,598725		
	0,582079	0,582174	0,582079	0,582079		
	0,588923	0,589030	0,588923	0,588923		
	0,595892	0,595958	0,595892	0,595892		
	0,602917	0,602989	0,602917	0,602917		
	0,610046	0,610101	0,610046	0,610046		
	0,617351	0,617431	0,617351	0,617351		
	0,624642	0,624722	0,624642	0,624642		
	0,632031	0,632106	0,632031	0,632031		
	0,614693	0,614755	0,614693	0,614693		
	0,622096	0,622165	0,622096	0,622096		
	0,629633	0,629702	0,629633	0,629633		
	0,637248	0,637312	0,637248	0,637248		
	0,644969	0,645013	0,644969	0,644969		
	0,652758	0,652836	0,652758	0,652758		
	0,660690	0,660755	0,660690	0,660690		
	0,643592	0,643670	0,643592	0,643592		
	0,651558	0,651617	0,651558	0,651558		
	0,659617	0,659703	0,659617	0,659617		
	0,667793	0,667873	0,667793	0,667793		
	0,676093	0,676160	0,676093	0,676093		
	0,684488	0,684576	0,684488	0,684488		
	0,693019	0,693101	0,693019	0,693019		
	0,674305	0,674374	0,674305	0,674305		
	0,682853	0,682936	0,682853	0,682853		
	0,691542	0,691633	0,691542	0,691542		
	0,700475	0,700565	0,700475	0,700475		
	0,709415	0,709500	0,709415	0,709415		
	0,718478	0,718570	0,718478	0,718478		
	0,727687	0,727780	0,727687	0,727687		
	0,737031	0,737117	0,737031	0,737031		
	0,717488	0,717568	0,717488	0,717488		
	0,726891	0,726964	0,726891	0,726891		
	0,736420	0,736501	0,736420	0,736420		
	0,746108	0,746189	0,746108	0,746108		
	0,755944	0,756011	0,755944	0,755944		
	0,744169	0,744237	0,744169	0,744169		
	0,754121	0,754204	0,754121	0,754121		
	0,764259	0,764320	0,764259	0,764259		
	0,774533	0,774610	0,774533	0,774533		
	0,784986	0,785063	0,784986	0,784986		
	0,795605	0,795691	0,795605	0,795605		
	0,806388	0,806475	0,806388	0,806388		
	0,817362	0,817441	0,817362	0,817362		
	0,796271	0,796359	0,796271	0,796271		
	0,807329	0,807418	0,807329	0,807329		
	0,818571	0,818653	0,818571	0,818571		
	0,830117	0,830207	0,830117	0,830117		
	0,841751	0,841833	0,841751	0,841751		
	0,853575	0,853666	0,853575	0,853575		
	0,865594	0,865678	0,865594	0,865594		
	0,843595	0,843697	0,843595	0,843595		
	0,855749	0,855834	0,855749	0,855749		
	0,868109	0,868212	0,868109	0,868109		
	0,880689	0,880785	0,880689	0,880689		
	0,893488	0,893584	0,893488	0,893488		
	0,906536	0,906634	0,906536	0,906536		
	0,921105	0,921194	0,921105	0,921105		
	0,934632	0,934723	0,934632	0,934632		
	0,911579	0,911670	0,911579	0,911579		
	0,925284	0,925376	0,925284	0,925284		
	0,939250	0,939315	0,939250	0,939250		
	0,953475	0,953550	0,953475	0,953475		
	0,967986	0,968071	0,967986	0,967986		
	0,982762	0,982857	0,982762	0,982762		
	0,997859	0,997937	0,997859	0,997859		
	0,973762	0,973850	0,973762	0,973762		
	0,989214	0,989323	0,989214	0,989214		
	1,004803	1,004902	1,004803	1,004803		
	1,020743	1,020833	1,020743	1,020743		
	1,037005	1,037107	1,037005	1,037005		
	1,053609	1,053702	1,053609	1,053609		
	1,070577	1,070670	1,070577	1,070577		
	1,087878	1,087983	1,087878	1,087878		
	1,062619	1,062714	1,062619	1,062619		
	1,080227	1,080323	1,080227	1,080227		
	1,098226	1,098313	1,098226	1,098226		
	1,129275	1,129374	1,129275	1,129275		
	1,148252	1,148351	1,148252	1,148252		
	1,122163	1,122275	1,122163	1,122163		
	1,141489	1,141603	1,141489	1,141489		
	1,161259	1,161374	1,161259	1,161259		
	1,181511	1,181627	1,181511	1,181511		
	1,202251	1,202322	1,202251	1,202251		
	1,223486	1,223581	1,223486	1,223486		
	1,245245	1,245341	1,245245	1,245245		
	1,267535	1,267614	1,267535	1,267535		
	1,240518	1,240573	1,240518	1,240518		
	1,263323	1,263391	1,263323	1,263323		
	1,286701	1,286771	1,286701	1,286701		
	1,310721	1,310778	1,310721	1,310721		
	1,335368	1,335426	1,335368	1,335368		
	1,360714	1,360774	1,360714	1,360714		
	1,386715	1,386769	1,386715	1,386715		
	1,358430	1,358477	1,358430	1,358430		
	1,385135	1,385176	1,385135	1,385135		
	1,412582	1,412645	1,412582	1,412582		
	1,442863	1,442941	1,442863	1,442863		
	1,472003	1,472060	1,472003	1,472003		
	1,501984	1,502057	1,501984	1,501984		
	1,532881	1,532955	1,532881	1,532881		
	1,503737	1,503804	1,503737	1,503737		
	1,535600	1,535684	1,535600	1,535600		
	1,568530	1,568599	1,568530	1,568530		
	1,602467	1,602553	1,602467	1,602467		
	1,637533	1,637613	1,637533	1,637533		
	1,673777	1,673850	1,673777	1,673777		
	1,711225	1,711316	1,711225	1,711225		
	1,750292	1,750368	1,750292	1,750292		
	1,720794	1,720863	1,720794	1,720794		
	1,761075	1,761162	1,761075	1,761075		
	1,802831	1,802919	1,802831	1,802831		
	1,846143	1,846223	1,846143	1,846143		
	1,891126	1,891208	1,891126	1,891126		
	1,937783	1,937868	1,937783	1,937783		
	1,986281	1,986358	1,986281	1,986281		
	1,957307	1,957395	1,957307	1,957307		
	2,015798	2,015887	2,015798	2,015798		
	2,068937	2,069028	2,068937	2,068937		
	2,124339	2,124442	2,124339	2,124339		
	2,182149	2,182234	2,182149	2,182149		
	2,242520	2,242617	2,242520	2,242520		
	2,305679	2,305779	2,305679	2,305679		
	2,279348	2,279472	2,279348	2,279348		
	2,346351	2,346455	2,346351	2,346351		
	2,416600	2,416707	2,416600	2,416600		
	2,490338	2,490471	2,490338	2,490338		
	2,568375	2,568438	2,568375	2,568375		
	2,650010	2,650074	2,650010	2,650010		
	2,736058	2,736124	2,736058	2,736058		
	2,826868	2,826949	2,826868	2,826868		
	2,809327	2,809403	2,809327	2,809327		
	2,907690	2,907768	2,907690	2,907690		
	3,011949	3,012037	3,011949	3,011949		
	3,122734	3,122817	3,122734	3,122734		
	3,240676	3,240746	3,240676	3,240676		
	3,366442	3,366531	3,366442	3,366442		
	3,505775	3,505867	3,505775	3,505775		
	3,507997	3,508092	3,507997	3,507997		
	3,657647	3,657737	3,657647	3,657647		
	3,818801	3,818885	3,818801	3,818801		
	3,992830	3,992927	3,992830	3,992830		
	4,181364	4,181466	4,181364	4,181364		
	4,386390	4,386496	4,386390	4,386390		
	4,609925	4,610013	4,609925	4,609925		
	4,854764	4,854879	4,854764	4,854764		
	4,925223	4,925321	4,925223	4,925223		
	5,212427	5,212490	5,212427	5,212427		
	5,532482	5,532529	5,532482	5,532482		
	5,889137	5,889215	5,889137	5,889137		
	6,290408	6,290477	6,290408	6,290408		
	6,745147	6,745203	6,745147	6,745147		
	7,264844	7,264922	7,264844	7,264844		
	7,558618	7,558702	7,558618	7,558618		
	8,232684	8,232776	8,232684	8,232684		
	9,029337	9,029414	9,029337	9,029337		
	9,985236	9,985345	9,985236	9,985236		
	11,153618	11,153679	11,153618	11,153618		
	12,258661	12,258744	12,258661	12,258661		
	14,085543	14,085621	14,085543	14,085543		
	16,521399	16,521481	16,521399	16,521399		
	19,931501	19,931599	19,931501	19,931501		
	25,046665	25,046719	25,046665	25,046665		
	33,572552	33,572624	33,572552	33,572552		
	50,623196	50,623257	50,623196	50,623196		
	101,775238	101,775322	101,775238	101,775238		
	Inf	Inf	Inf	Inf		
	NaN	NaN	NaN	NaN		
