           ACA_I_N16_Q4,    3.17
           ACA_II_N16_Q8,    4.41
           ETAII_N16_Q8,    4.48
           GeAr_N16_R2_P4,    3.52
           GeAr_N16_R4_P4,    4.41
           GDA_dyn_N16_M4,    4.50
           GeAr_N16_R4_P8,    4.46
           GeAr_N16_R6_P4,    3.77
           GDA_St_N16_M4_P4,    4.35
           GDA_St_N16_M4_P8,    4.46
           RCA_N16,    4.46
           LOA,    3.62
